locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHLIDFIL_03684	CDS	717	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
MHLIDFIL_03685	CDS	1662	aspT_2			Aspartate/alanine antiporter
MHLIDFIL_03686	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
MHLIDFIL_03687	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
MHLIDFIL_03688	CDS	261				hypothetical protein
MHLIDFIL_03689	CDS	1215				hypothetical protein
MHLIDFIL_03690	CDS	1065	cbrA		COG0644	Protein CbrA
MHLIDFIL_03691	CDS	1293	dgoT			D-galactonate transporter
MHLIDFIL_03692	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
MHLIDFIL_03693	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
MHLIDFIL_03694	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
MHLIDFIL_03695	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
MHLIDFIL_03696	CDS	657				hypothetical protein
MHLIDFIL_03697	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
MHLIDFIL_03698	CDS	399				hypothetical protein
MHLIDFIL_03699	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
MHLIDFIL_03700	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
MHLIDFIL_03701	CDS	1101	dnaN		COG0592	Beta sliding clamp
MHLIDFIL_03702	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MHLIDFIL_03703	CDS	141	rpmH		COG0230	50S ribosomal protein L34
MHLIDFIL_03704	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
MHLIDFIL_03705	CDS	1647	yidC		COG0706	Membrane protein insertase YidC
MHLIDFIL_03706	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
MHLIDFIL_03707	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
MHLIDFIL_03708	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
MHLIDFIL_03709	CDS	1176	mdtL			Multidrug resistance protein MdtL
MHLIDFIL_03710	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
MHLIDFIL_03711	CDS	750				hypothetical protein
MHLIDFIL_03712	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
MHLIDFIL_03713	CDS	1338	adeP		COG2252	Adenine permease AdeP
MHLIDFIL_03714	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
MHLIDFIL_03715	CDS	468	cbrB			Inner membrane protein CbrB
MHLIDFIL_03716	CDS	588				hypothetical protein
MHLIDFIL_03717	CDS	723	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
MHLIDFIL_03718	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
MHLIDFIL_03719	CDS	1617	bglH_2		COG4580	Cryptic outer membrane porin BglH
MHLIDFIL_03720	CDS	1413	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
MHLIDFIL_03721	CDS	1878	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
MHLIDFIL_03722	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
MHLIDFIL_03723	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
MHLIDFIL_03724	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
MHLIDFIL_03725	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
MHLIDFIL_03726	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
MHLIDFIL_03727	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
MHLIDFIL_03728	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MHLIDFIL_03729	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
MHLIDFIL_03730	CDS	420	atpC		COG0355	ATP synthase epsilon chain
MHLIDFIL_03731	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
MHLIDFIL_03732	CDS	864	atpG		COG0224	ATP synthase gamma chain
MHLIDFIL_03733	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
MHLIDFIL_03734	CDS	534	atpH		COG0712	ATP synthase subunit delta
MHLIDFIL_03735	CDS	471	atpF		COG0711	ATP synthase subunit b
MHLIDFIL_03736	CDS	240	atpE		COG0636	ATP synthase subunit c
MHLIDFIL_03737	CDS	816	atpB		COG0356	ATP synthase subunit a
MHLIDFIL_03738	CDS	381	atpI		COG3312	ATP synthase protein I
MHLIDFIL_03739	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
MHLIDFIL_03740	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
MHLIDFIL_03741	CDS	444	mioC		COG0716	Protein MioC
MHLIDFIL_03742	CDS	459	asnC		COG1522	Regulatory protein AsnC
MHLIDFIL_03743	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
MHLIDFIL_03744	CDS	1452	viaA		COG2425	Protein ViaA
MHLIDFIL_03745	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
MHLIDFIL_03746	CDS	1869	kup			Low affinity potassium transport system protein kup
MHLIDFIL_03747	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
MHLIDFIL_03748	CDS	1506	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MHLIDFIL_03749	CDS	966	rbsC_2		COG1172	Ribose import permease protein RbsC
MHLIDFIL_03750	CDS	891	rbsB		COG1879	Ribose import binding protein RbsB
MHLIDFIL_03751	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
MHLIDFIL_03752	CDS	993	rbsR		COG1609	Ribose operon repressor
MHLIDFIL_03753	CDS	1428	hsrA			putative transport protein HsrA
MHLIDFIL_03754	CDS	693	nanR_2			HTH-type transcriptional repressor NanR
MHLIDFIL_03755	rRNA	1538				16S ribosomal RNA
MHLIDFIL_03756	tRNA	76				tRNA-Glu(ttc)
MHLIDFIL_03757	rRNA	2901				23S ribosomal RNA
MHLIDFIL_03758	rRNA	111				5S ribosomal RNA
MHLIDFIL_03759	tRNA	77				tRNA-Asp(gtc)
MHLIDFIL_03760	tRNA	76				tRNA-Trp(cca)
MHLIDFIL_03761	CDS	840	hdfR_2			HTH-type transcriptional regulator HdfR
MHLIDFIL_03762	CDS	339				hypothetical protein
MHLIDFIL_03763	CDS	1521	comM		COG0606	Competence protein ComM
MHLIDFIL_03764	CDS	90				hypothetical protein
MHLIDFIL_03765	CDS	984	ilvG_1	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
MHLIDFIL_03766	CDS	537	ilvG_2	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
MHLIDFIL_03767	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
MHLIDFIL_03768	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
MHLIDFIL_03769	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MHLIDFIL_03770	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
MHLIDFIL_03771	CDS	894	gltC_2			HTH-type transcriptional regulator GltC
MHLIDFIL_03772	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MHLIDFIL_03773	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
MHLIDFIL_03774	CDS	219				hypothetical protein
MHLIDFIL_03775	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
MHLIDFIL_03776	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
MHLIDFIL_03777	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
MHLIDFIL_03778	CDS	330	trxA		COG0526	Thioredoxin 1
MHLIDFIL_03779	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
MHLIDFIL_03780	CDS	219				hypothetical protein
MHLIDFIL_03781	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
MHLIDFIL_03782	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
MHLIDFIL_03783	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
MHLIDFIL_03784	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
MHLIDFIL_03785	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
MHLIDFIL_03786	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
MHLIDFIL_03787	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
MHLIDFIL_03788	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
MHLIDFIL_03789	CDS	1251	wzxE		COG2244	Lipid III flippase
MHLIDFIL_03790	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
MHLIDFIL_03791	CDS	1353	wzyE			putative ECA polymerase
MHLIDFIL_03792	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
MHLIDFIL_03793	CDS	1386	yifK		COG1113	putative transport protein YifK
MHLIDFIL_03794	tRNA	77				tRNA-Arg(ccg)
MHLIDFIL_03795	tRNA	76				tRNA-His(gtg)
MHLIDFIL_03796	tRNA	87				tRNA-Leu(cag)
MHLIDFIL_03797	tRNA	77				tRNA-Pro(tgg)
MHLIDFIL_03798	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
MHLIDFIL_03799	CDS	1656		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
MHLIDFIL_03800	CDS	1197	hemY		COG3071	Protein HemY
MHLIDFIL_03801	CDS	1182	hemX		COG2959	Protein HemX
MHLIDFIL_03802	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
MHLIDFIL_03803	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
MHLIDFIL_03804	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
MHLIDFIL_03805	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
MHLIDFIL_03806	CDS	204				hypothetical protein
MHLIDFIL_03807	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
MHLIDFIL_03808	CDS	708				hypothetical protein
MHLIDFIL_03809	CDS	897	xerC_2		COG4973	Tyrosine recombinase XerC
MHLIDFIL_03810	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
MHLIDFIL_03811	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
MHLIDFIL_03812	CDS	765				hypothetical protein
MHLIDFIL_03813	CDS	951	corA		COG0598	Magnesium transport protein CorA
MHLIDFIL_03814	CDS	381				hypothetical protein
MHLIDFIL_03815	CDS	381	yigG			Inner membrane protein YigG
MHLIDFIL_03816	CDS	891	rarD		COG2962	Protein RarD
MHLIDFIL_03817	CDS	468				hypothetical protein
MHLIDFIL_03818	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
MHLIDFIL_03819	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
MHLIDFIL_03820	CDS	621	rhtC_2		COG1280	Threonine efflux protein
MHLIDFIL_03821	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
MHLIDFIL_03822	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
MHLIDFIL_03823	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
MHLIDFIL_03824	CDS	900	bioP		COG0697	Biotin transporter
MHLIDFIL_03825	CDS	954	metR			HTH-type transcriptional regulator MetR
MHLIDFIL_03826	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MHLIDFIL_03827	CDS	816	clcD	3.1.1.45		Carboxymethylenebutenolidase
MHLIDFIL_03828	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
MHLIDFIL_03829	CDS	1428				hypothetical protein
MHLIDFIL_03830	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MHLIDFIL_03831	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
MHLIDFIL_03832	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
MHLIDFIL_03833	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
MHLIDFIL_03834	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
MHLIDFIL_03835	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
MHLIDFIL_03836	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
MHLIDFIL_03837	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
MHLIDFIL_03838	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
MHLIDFIL_03839	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
MHLIDFIL_03840	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
MHLIDFIL_03841	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
MHLIDFIL_03842	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
MHLIDFIL_03843	CDS	615	yigZ		COG1739	IMPACT family member YigZ
MHLIDFIL_03844	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
MHLIDFIL_03845	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
MHLIDFIL_03846	rRNA	1538				16S ribosomal RNA
MHLIDFIL_03847	tRNA	77				tRNA-Ile(gat)
MHLIDFIL_03848	tRNA	76				tRNA-Ala(tgc)
MHLIDFIL_03849	rRNA	2902				23S ribosomal RNA
MHLIDFIL_03850	rRNA	111				5S ribosomal RNA
MHLIDFIL_03851	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
MHLIDFIL_03852	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
MHLIDFIL_03853	CDS	270	yihD		COG3084	Protein YihD
MHLIDFIL_03854	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
MHLIDFIL_03855	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
MHLIDFIL_03856	CDS	1431	ydgA_2		COG5339	Protein YdgA
MHLIDFIL_03857	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
MHLIDFIL_03858	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
MHLIDFIL_03859	CDS	633	engB		COG0218	putative GTP-binding protein EngB
MHLIDFIL_03860	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
MHLIDFIL_03861	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
MHLIDFIL_03862	CDS	111	yshB			putative protein YshB
MHLIDFIL_03863	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
MHLIDFIL_03864	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
MHLIDFIL_03865	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
MHLIDFIL_03866	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
MHLIDFIL_03867	CDS	711	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
MHLIDFIL_03868	CDS	981				hypothetical protein
MHLIDFIL_03869	CDS	1266	yihN			Inner membrane protein YihN
MHLIDFIL_03870	CDS	693	ompL			Porin OmpL
MHLIDFIL_03871	CDS	1404	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
MHLIDFIL_03872	CDS	1386	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
MHLIDFIL_03873	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
MHLIDFIL_03874	CDS	927	yihR		COG2017	putative protein YihR
MHLIDFIL_03875	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
MHLIDFIL_03876	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
MHLIDFIL_03877	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
MHLIDFIL_03878	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
MHLIDFIL_03879	CDS	786	csqR		COG1349	HTH-type transcriptional repressor CsqR
MHLIDFIL_03880	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
MHLIDFIL_03881	CDS	873				hypothetical protein
MHLIDFIL_03882	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
MHLIDFIL_03883	CDS	942				hypothetical protein
MHLIDFIL_03884	CDS	108				hypothetical protein
MHLIDFIL_03885	CDS	219				hypothetical protein
MHLIDFIL_03886	CDS	243				hypothetical protein
MHLIDFIL_03887	CDS	183				hypothetical protein
MHLIDFIL_03888	CDS	930	fdhE		COG3058	Protein FdhE
MHLIDFIL_03889	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
MHLIDFIL_03890	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
MHLIDFIL_03891	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
MHLIDFIL_03892	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
MHLIDFIL_03893	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
MHLIDFIL_03894	CDS	1056				hypothetical protein
MHLIDFIL_03895	CDS	1749				hypothetical protein
MHLIDFIL_03896	CDS	1071	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
MHLIDFIL_03897	CDS	1452	manP_1		COG1299	PTS system mannose-specific EIIBCA component
MHLIDFIL_03898	CDS	447	fruA_2		COG1299	PTS system fructose-specific EIIABC component
MHLIDFIL_03899	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
MHLIDFIL_03900	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
MHLIDFIL_03901	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
MHLIDFIL_03902	CDS	1470	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
MHLIDFIL_03903	CDS	837	rhaS_4			HTH-type transcriptional activator RhaS
MHLIDFIL_03904	CDS	939	rhaR_5			HTH-type transcriptional activator RhaR
MHLIDFIL_03905	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
MHLIDFIL_03906	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
MHLIDFIL_03907	CDS	984	kdgT			2-keto-3-deoxygluconate permease
MHLIDFIL_03908	CDS	675	yiiM		COG2258	Protein YiiM
MHLIDFIL_03909	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
MHLIDFIL_03910	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
MHLIDFIL_03911	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
MHLIDFIL_03912	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
MHLIDFIL_03913	CDS	105				hypothetical protein
MHLIDFIL_03914	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
MHLIDFIL_03915	CDS	990	sbp		COG1613	Sulfate-binding protein
MHLIDFIL_03916	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
MHLIDFIL_03917	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
MHLIDFIL_03918	CDS	600				hypothetical protein
MHLIDFIL_03919	CDS	441				hypothetical protein
MHLIDFIL_03920	CDS	300				hypothetical protein
MHLIDFIL_03921	CDS	429	uspD		COG0589	Universal stress protein D
MHLIDFIL_03922	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
MHLIDFIL_03923	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
MHLIDFIL_03924	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
MHLIDFIL_03925	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
MHLIDFIL_03926	CDS	240	zapB		COG3074	Cell division protein ZapB
MHLIDFIL_03927	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
MHLIDFIL_03928	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
MHLIDFIL_03929	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
MHLIDFIL_03930	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
MHLIDFIL_03931	CDS	855	ftsN		COG3087	Cell division protein FtsN
MHLIDFIL_03932	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
MHLIDFIL_03933	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
MHLIDFIL_03934	CDS	213	rpmE		COG0254	50S ribosomal protein L31
MHLIDFIL_03935	CDS	609				hypothetical protein
MHLIDFIL_03936	CDS	318	metJ		COG3060	Met repressor
MHLIDFIL_03937	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
MHLIDFIL_03938	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
MHLIDFIL_03939	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MHLIDFIL_03940	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
MHLIDFIL_03941	CDS	906	yijE			putative cystine transporter YijE
MHLIDFIL_03942	CDS	618				hypothetical protein
MHLIDFIL_03943	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
MHLIDFIL_03944	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
MHLIDFIL_03945	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
MHLIDFIL_03946	CDS	1080	manP_2		COG1299	PTS system mannose-specific EIIBCA component
MHLIDFIL_03947	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
MHLIDFIL_03948	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
MHLIDFIL_03949	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
MHLIDFIL_03950	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
MHLIDFIL_03951	CDS	852	rhaS_5			HTH-type transcriptional activator RhaS
MHLIDFIL_03952	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
MHLIDFIL_03953	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MHLIDFIL_03954	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
MHLIDFIL_03955	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
MHLIDFIL_03956	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MHLIDFIL_03957	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
MHLIDFIL_03958	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
MHLIDFIL_03959	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
MHLIDFIL_03960	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
MHLIDFIL_03961	CDS	360	yijD			Inner membrane protein YijD
MHLIDFIL_03962	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
MHLIDFIL_03963	CDS	1845	btuB_2		COG4206	Vitamin B12 transporter BtuB
MHLIDFIL_03964	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
MHLIDFIL_03965	rRNA	1538				16S ribosomal RNA
MHLIDFIL_03966	tRNA	76				tRNA-Glu(ttc)
MHLIDFIL_03967	rRNA	2901				23S ribosomal RNA
MHLIDFIL_03968	rRNA	111				5S ribosomal RNA
MHLIDFIL_03969	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MHLIDFIL_03970	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MHLIDFIL_03971	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
MHLIDFIL_03972	tRNA	76				tRNA-Thr(tgt)
MHLIDFIL_03973	tRNA	85				tRNA-Tyr(gta)
MHLIDFIL_03974	tRNA	75				tRNA-Gly(tcc)
MHLIDFIL_03975	tRNA	76				tRNA-Thr(ggt)
MHLIDFIL_03976	CDS	1185	tufB		COG0050	Elongation factor Tu 2
MHLIDFIL_03977	CDS	384	secE		COG0690	Protein translocase subunit SecE
MHLIDFIL_03978	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
MHLIDFIL_03979	CDS	429	rplK		COG0080	50S ribosomal protein L11
MHLIDFIL_03980	CDS	705	rplA		COG0081	50S ribosomal protein L1
MHLIDFIL_03981	CDS	498	rplJ		COG0244	50S ribosomal protein L10
MHLIDFIL_03982	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
MHLIDFIL_03983	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
MHLIDFIL_03984	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
MHLIDFIL_03985	CDS	540	htrC			Heat shock protein C
MHLIDFIL_03986	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
MHLIDFIL_03987	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
MHLIDFIL_03988	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
MHLIDFIL_03989	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
MHLIDFIL_03990	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
MHLIDFIL_03991	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
MHLIDFIL_03992	CDS	477	rsd		COG3160	Regulator of sigma D
MHLIDFIL_03993	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
MHLIDFIL_03994	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
MHLIDFIL_03995	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
MHLIDFIL_03996	CDS	591			COG3068	putative protein
MHLIDFIL_03997	CDS	273	hupA			DNA-binding protein HU-alpha
MHLIDFIL_03998	CDS	636				hypothetical protein
MHLIDFIL_03999	CDS	426	zraP		COG3678	Zinc resistance-associated protein
MHLIDFIL_04000	CDS	1398	zraS	2.7.13.3		Sensor protein ZraS
